llm,question_id,mode,trajectory_len,hit,agee,S,I,E,source
GPT-4o-mini,186,traversal,5,1,0.5640839337667529,0.5555555555555556,0.33611111111111114,1.0,estimated
GPT-4o-mini,187,traversal,4,1,0.28695389182883313,6.93469253306981e-05,0.4927268800240403,1.0,estimated
GPT-4o-mini,188,traversal,4,1,0.7730434088864238,0.8728833451163742,0.6131379585326954,0.8571428571428571,estimated
GPT-4o-mini,189,traversal,7,1,0.5675029282001129,0.6129032258064516,0.2952380952380952,1.0,estimated
GPT-4o-mini,190,traversal,8,1,0.6507062366264976,0.806138940851649,0.4208057866054561,0.7777777777777777,estimated
GPT-4o-mini,191,traversal,7,1,0.5994777295209069,0.7777777777777778,0.2400793650793651,1.0,estimated
GPT-4o-mini,192,traversal,8,1,0.6224172191794717,0.7538792140238122,0.3440695972633658,0.8936170212765957,estimated
GPT-4o-mini,193,traversal,8,1,0.6578089876530148,0.8347826086956522,0.33518198287220025,0.9444444444444444,estimated
GPT-4o-mini,194,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
GPT-4o-mini,195,memory,1,0,,,,,estimated
GPT-4o-mini,196,memory,1,0,,,,,estimated
GPT-4o-mini,197,traversal,7,1,0.6279049022605578,0.6984555367031176,0.45166441416104314,0.7948717948717949,estimated
GPT-4o-mini,198,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
GPT-4o-mini,199,traversal,9,1,0.6116559138141632,0.9,0.19012345679012346,1.0,estimated
